folder_path,label
D:\processed_faces\fake\id3_id26_0006,1
D:\processed_faces\fake\691_732,1
D:\processed_faces\real\720,0
D:\processed_faces\real\229,0
D:\processed_faces\real\17__exit_phone_room,0
D:\processed_faces\real\936,0
D:\processed_faces\real\800,0
D:\processed_faces\fake\02_15__podium_speech_happy__N864L40U,1
D:\processed_faces\real\id53_0007,0
D:\processed_faces\fake\03_01__meeting_serious__JZUXXFRB,1
D:\processed_faces\real\00217,0
D:\processed_faces\fake\id4_id28_0004,1
D:\processed_faces\real\515,0
D:\processed_faces\fake\793_768,1
D:\processed_faces\real\557,0
D:\processed_faces\real\id49_0000,0
D:\processed_faces\fake\id1_id6_0003,1
D:\processed_faces\fake\id1_id9_0000,1
D:\processed_faces\fake\332_051,1
D:\processed_faces\fake\067_025,1
D:\processed_faces\real\972,0
D:\processed_faces\real\679,0
D:\processed_faces\real\id19_0004,0
D:\processed_faces\real\947,0
D:\processed_faces\fake\id6_id17_0006,1
D:\processed_faces\fake\154_386,1
D:\processed_faces\fake\980_992,1
D:\processed_faces\fake\03_02__meeting_serious__ZESUJMM7,1
D:\processed_faces\real\id16_0001,0
D:\processed_faces\fake\183_253,1
D:\processed_faces\real\400,0
D:\processed_faces\real\870,0
D:\processed_faces\real\182,0
D:\processed_faces\real\21__kitchen_still,0
D:\processed_faces\real\00294,0
D:\processed_faces\real\814,0
D:\processed_faces\fake\02_04__walking_and_outside_surprised__SUIZOXAJ,1
D:\processed_faces\fake\233_995,1
D:\processed_faces\fake\id5_id61_0004,1
D:\processed_faces\fake\759_755,1
D:\processed_faces\fake\id1_id4_0006,1
D:\processed_faces\real\00189,0
D:\processed_faces\fake\02_13__exit_phone_room__PLNVLO74,1
D:\processed_faces\real\id25_0002,0
D:\processed_faces\fake\01_09__kitchen_pan__6TSGVLHA,1
D:\processed_faces\fake\01_26__exit_phone_room__BTVMWLG6,1
D:\processed_faces\fake\02_01__walk_down_hall_angry__YVGY8LOK,1
D:\processed_faces\fake\id0_id1_0009,1
D:\processed_faces\real\00053,0
D:\processed_faces\fake\id6_id0_0008,1
D:\processed_faces\real\id48_0006,0
D:\processed_faces\fake\id0_id23_0001,1
D:\processed_faces\fake\id6_id31_0008,1
D:\processed_faces\fake\id2_id35_0000,1
D:\processed_faces\real\00209,0
D:\processed_faces\real\28__walking_outside_cafe_disgusted,0
D:\processed_faces\real\688,0
D:\processed_faces\real\817,0
D:\processed_faces\real\948,0
D:\processed_faces\real\id36_0001,0
D:\processed_faces\real\00046,0
D:\processed_faces\real\00253,0
D:\processed_faces\real\id13_0009,0
D:\processed_faces\fake\id3_id9_0004,1
D:\processed_faces\real\id39_0003,0
D:\processed_faces\real\082,0
D:\processed_faces\real\06__outside_talking_still_laughing,0
D:\processed_faces\real\327,0
D:\processed_faces\real\620,0
D:\processed_faces\real\838,0
D:\processed_faces\fake\id2_id17_0008,1
D:\processed_faces\real\894,0
D:\processed_faces\real\566,0
D:\processed_faces\real\455,0
D:\processed_faces\fake\01_20__outside_talking_still_laughing__FW94AIMJ,1
D:\processed_faces\fake\02_07__walk_down_hall_angry__1JCLEEBQ,1
D:\processed_faces\real\919,0
D:\processed_faces\fake\485_425,1
D:\processed_faces\real\id23_0006,0
D:\processed_faces\fake\985_981,1
D:\processed_faces\fake\id1_id17_0004,1
D:\processed_faces\real\00065,0
D:\processed_faces\fake\id3_id6_0002,1
D:\processed_faces\fake\id2_id1_0001,1
D:\processed_faces\fake\02_07__secret_conversation__0IYV5DQ5,1
D:\processed_faces\fake\id6_id0_0006,1
D:\processed_faces\real\500,0
D:\processed_faces\fake\id2_id37_0001,1
D:\processed_faces\real\468,0
D:\processed_faces\real\09__walk_down_hall_angry,0
D:\processed_faces\fake\004_982,1
D:\processed_faces\real\00277,0
D:\processed_faces\real\14__hugging_happy,0
D:\processed_faces\real\290,0
D:\processed_faces\fake\387_311,1
D:\processed_faces\fake\id4_id2_0005,1
D:\processed_faces\fake\01_15__exit_phone_room__02HILKYO,1
D:\processed_faces\real\00107,0
D:\processed_faces\real\id2_0004,0
D:\processed_faces\fake\600_505,1
D:\processed_faces\real\194,0
D:\processed_faces\fake\784_769,1
D:\processed_faces\fake\id4_id20_0001,1
D:\processed_faces\real\id57_0007,0
D:\processed_faces\fake\119_123,1
D:\processed_faces\fake\03_06__talking_against_wall__1IXGY2FK,1
D:\processed_faces\fake\id1_id31_0009,1
D:\processed_faces\fake\01_20__secret_conversation__FW94AIMJ,1
D:\processed_faces\fake\555_516,1
D:\processed_faces\real\08__walk_down_hall_angry,0
D:\processed_faces\fake\id0_id4_0003,1
D:\processed_faces\fake\id4_id31_0003,1
D:\processed_faces\fake\02_03__podium_speech_happy__QH3Y0IG0,1
D:\processed_faces\real\324,0
D:\processed_faces\real\27__walking_down_street_outside_angry,0
D:\processed_faces\real\099,0
D:\processed_faces\real\882,0
D:\processed_faces\real\id6_0003,0
D:\processed_faces\fake\id3_id2_0007,1
D:\processed_faces\fake\id4_id28_0008,1
D:\processed_faces\real\366,0
D:\processed_faces\fake\696_686,1
D:\processed_faces\fake\916_783,1
D:\processed_faces\real\207,0
D:\processed_faces\fake\02_06__exit_phone_room__3J3BHSHI,1
D:\processed_faces\real\920,0
D:\processed_faces\real\id60_0007,0
D:\processed_faces\real\13__outside_talking_pan_laughing,0
D:\processed_faces\real\887,0
D:\processed_faces\fake\522_337,1
D:\processed_faces\real\391,0
D:\processed_faces\fake\02_15__podium_speech_happy__MZWH8ATN,1
D:\processed_faces\real\00106,0
D:\processed_faces\fake\514_443,1
D:\processed_faces\real\960,0
D:\processed_faces\real\26__podium_speech_happy,0
D:\processed_faces\fake\id2_id28_0006,1
D:\processed_faces\real\id48_0000,0
D:\processed_faces\fake\407_374,1
D:\processed_faces\real\12__talking_angry_couch,0
D:\processed_faces\real\00129,0
D:\processed_faces\real\346,0
D:\processed_faces\real\662,0
D:\processed_faces\fake\891_876,1
D:\processed_faces\real\076,0
D:\processed_faces\fake\id2_id4_0006,1
D:\processed_faces\real\267,0
D:\processed_faces\real\12__secret_conversation,0
D:\processed_faces\real\00019,0
D:\processed_faces\real\06__walking_and_outside_surprised,0
D:\processed_faces\fake\id5_id59_0001,1
D:\processed_faces\fake\02_15__walking_down_street_outside_angry__I8G2LWD1,1
D:\processed_faces\real\904,0
D:\processed_faces\real\386,0
D:\processed_faces\real\id43_0000,0
D:\processed_faces\real\214,0
D:\processed_faces\fake\id6_id1_0000,1
D:\processed_faces\fake\id0_id2_0007,1
D:\processed_faces\fake\02_11__meeting_serious__NZJ1YEWE,1
D:\processed_faces\fake\545_553,1
D:\processed_faces\real\175,0
D:\processed_faces\real\573,0
D:\processed_faces\real\981,0
D:\processed_faces\real\04__outside_talking_still_laughing,0
D:\processed_faces\real\781,0
D:\processed_faces\fake\147_055,1
D:\processed_faces\fake\id3_id20_0009,1
D:\processed_faces\fake\872_873,1
D:\processed_faces\real\518,0
D:\processed_faces\real\425,0
D:\processed_faces\real\id4_0001,0
D:\processed_faces\real\00064,0
D:\processed_faces\real\id24_0006,0
D:\processed_faces\real\928,0
D:\processed_faces\real\06__podium_speech_happy,0
D:\processed_faces\real\00272,0
D:\processed_faces\real\00012,0
D:\processed_faces\real\00141,0
D:\processed_faces\fake\972_718,1
D:\processed_faces\fake\id1_id16_0000,1
D:\processed_faces\real\772,0
D:\processed_faces\real\13__kitchen_pan,0
D:\processed_faces\real\656,0
D:\processed_faces\real\040,0
D:\processed_faces\real\657,0
D:\processed_faces\fake\id6_id3_0004,1
D:\processed_faces\real\00071,0
D:\processed_faces\real\758,0
D:\processed_faces\real\635,0
D:\processed_faces\fake\142_138,1
D:\processed_faces\fake\040_997,1
D:\processed_faces\fake\03_01__secret_conversation__480LQD1C,1
D:\processed_faces\fake\id2_id9_0000,1
D:\processed_faces\fake\id4_id1_0003,1
D:\processed_faces\fake\id7_id11_0004,1
D:\processed_faces\real\260,0
D:\processed_faces\fake\721_715,1
D:\processed_faces\real\id19_0008,0
D:\processed_faces\fake\id2_id1_0005,1
D:\processed_faces\fake\963_879,1
D:\processed_faces\real\id36_0004,0
D:\processed_faces\real\708,0
D:\processed_faces\real\411,0
D:\processed_faces\real\846,0
D:\processed_faces\fake\id2_id16_0006,1
D:\processed_faces\real\605,0
D:\processed_faces\fake\875_979,1
D:\processed_faces\real\02__podium_speech_happy,0
D:\processed_faces\real\04__walk_down_hall_angry,0
D:\processed_faces\fake\921_569,1
D:\processed_faces\real\010,0
D:\processed_faces\fake\id0_id26_0007,1
D:\processed_faces\real\578,0
D:\processed_faces\real\id55_0004,0
D:\processed_faces\fake\496_417,1
D:\processed_faces\real\id27_0005,0
D:\processed_faces\real\240,0
D:\processed_faces\real\00210,0
D:\processed_faces\real\636,0
D:\processed_faces\fake\id0_id26_0000,1
D:\processed_faces\real\956,0
D:\processed_faces\real\id26_0005,0
D:\processed_faces\fake\id8_id6_0002,1
D:\processed_faces\real\id45_0009,0
D:\processed_faces\real\392,0
D:\processed_faces\fake\779_794,1
D:\processed_faces\real\925,0
D:\processed_faces\real\01__meeting_serious,0
D:\processed_faces\real\890,0
D:\processed_faces\real\00126,0
D:\processed_faces\real\942,0
D:\processed_faces\fake\342_416,1
D:\processed_faces\fake\01_02__hugging_happy__YVGY8LOK,1
D:\processed_faces\fake\316_369,1
D:\processed_faces\real\00138,0
D:\processed_faces\real\009,0
D:\processed_faces\real\12__kitchen_still,0
D:\processed_faces\real\137,0
D:\processed_faces\fake\322_315,1
D:\processed_faces\fake\026_012,1
D:\processed_faces\fake\id4_id30_0006,1
D:\processed_faces\fake\059_050,1
D:\processed_faces\fake\565_589,1
D:\processed_faces\fake\378_368,1
D:\processed_faces\fake\24_23__talking_angry_couch__YR5OVD4S,1
D:\processed_faces\fake\id6_id9_0003,1
D:\processed_faces\fake\id2_id30_0009,1
D:\processed_faces\fake\995_233,1
D:\processed_faces\fake\252_266,1
D:\processed_faces\real\189,0
D:\processed_faces\fake\852_834,1
D:\processed_faces\real\896,0
D:\processed_faces\real\00156,0
D:\processed_faces\fake\id6_id28_0005,1
D:\processed_faces\fake\869_780,1
D:\processed_faces\real\00287,0
D:\processed_faces\real\22__outside_talking_pan_laughing,0
D:\processed_faces\real\18__outside_talking_pan_laughing,0
D:\processed_faces\real\079,0
D:\processed_faces\real\id13_0007,0
D:\processed_faces\real\id40_0002,0
D:\processed_faces\fake\140_143,1
D:\processed_faces\fake\01_04__talking_angry_couch__0XUW13RW,1
D:\processed_faces\real\186,0
D:\processed_faces\real\id3_0003,0
D:\processed_faces\fake\02_15__talking_against_wall__HTG660F8,1
D:\processed_faces\fake\956_958,1
D:\processed_faces\fake\id4_id28_0009,1
D:\processed_faces\fake\id8_id0_0002,1
D:\processed_faces\fake\id8_id3_0002,1
D:\processed_faces\real\id61_0003,0
D:\processed_faces\real\19__secret_conversation,0
D:\processed_faces\fake\id6_id3_0001,1
D:\processed_faces\real\442,0
D:\processed_faces\fake\02_13__kitchen_pan__CP5HFV3K,1
D:\processed_faces\real\424,0
D:\processed_faces\fake\993_989,1
D:\processed_faces\fake\487_477,1
D:\processed_faces\real\527,0
D:\processed_faces\fake\686_696,1
D:\processed_faces\fake\id3_id2_0006,1
D:\processed_faces\fake\id2_id17_0007,1
D:\processed_faces\fake\id6_id4_0009,1
D:\processed_faces\real\458,0
D:\processed_faces\real\27__kitchen_pan,0
D:\processed_faces\fake\909_857,1
D:\processed_faces\real\19__talking_against_wall,0
D:\processed_faces\real\11__outside_talking_still_laughing,0
D:\processed_faces\fake\02_06__walking_outside_cafe_disgusted__GH8TGTBS,1
D:\processed_faces\fake\01_11__outside_talking_pan_laughing__9OM3VE0Y,1
D:\processed_faces\fake\01_02__walking_and_outside_surprised__YVGY8LOK,1
D:\processed_faces\real\088,0
D:\processed_faces\real\730,0
D:\processed_faces\fake\id0_id9_0003,1
D:\processed_faces\real\574,0
D:\processed_faces\real\767,0
D:\processed_faces\fake\02_07__walking_and_outside_surprised__1VMZUH1W,1
D:\processed_faces\fake\id1_id30_0004,1
D:\processed_faces\fake\id8_id7_0003,1
D:\processed_faces\real\id13_0013,0
D:\processed_faces\fake\id1_id16_0009,1
D:\processed_faces\fake\938_987,1
D:\processed_faces\fake\068_028,1
D:\processed_faces\fake\id0_id26_0004,1
D:\processed_faces\real\695,0
D:\processed_faces\fake\id6_id2_0009,1
D:\processed_faces\real\541,0
D:\processed_faces\real\00124,0
D:\processed_faces\real\497,0
D:\processed_faces\real\00257,0
D:\processed_faces\real\923,0
D:\processed_faces\real\id36_0009,0
D:\processed_faces\real\20__walking_outside_cafe_disgusted,0
D:\processed_faces\real\00230,0
D:\processed_faces\real\id19_0006,0
D:\processed_faces\real\19__walk_down_hall_angry,0
D:\processed_faces\fake\id1_id21_0000,1
D:\processed_faces\fake\168_222,1
D:\processed_faces\real\00206,0
D:\processed_faces\fake\id4_id31_0007,1
D:\processed_faces\fake\090_086,1
D:\processed_faces\fake\221_206,1
D:\processed_faces\real\659,0
D:\processed_faces\fake\id4_id2_0002,1
D:\processed_faces\fake\236_237,1
D:\processed_faces\fake\id6_id4_0008,1
D:\processed_faces\real\00289,0
D:\processed_faces\real\09__outside_talking_pan_laughing,0
D:\processed_faces\real\id60_0002,0
D:\processed_faces\real\760,0
D:\processed_faces\real\086,0
D:\processed_faces\real\879,0
D:\processed_faces\real\677,0
D:\processed_faces\real\774,0
D:\processed_faces\real\id29_0002,0
D:\processed_faces\fake\588_556,1
D:\processed_faces\fake\934_918,1
D:\processed_faces\fake\id1_id23_0005,1
D:\processed_faces\real\00037,0
D:\processed_faces\fake\id4_id2_0003,1
D:\processed_faces\fake\id3_id6_0000,1
D:\processed_faces\fake\id3_id30_0008,1
D:\processed_faces\fake\02_27__kitchen_pan__UGO2181S,1
D:\processed_faces\real\104,0
D:\processed_faces\fake\500_592,1
D:\processed_faces\real\00035,0
D:\processed_faces\real\id35_0005,0
D:\processed_faces\fake\786_819,1
D:\processed_faces\real\258,0
D:\processed_faces\real\id49_0006,0
D:\processed_faces\real\id33_0005,0
D:\processed_faces\fake\02_13__walking_and_outside_surprised__CP5HFV3K,1
D:\processed_faces\fake\001_870,1
D:\processed_faces\real\id9_0005,0
D:\processed_faces\fake\id0_id17_0006,1
D:\processed_faces\real\701,0
D:\processed_faces\real\id3_0008,0
D:\processed_faces\fake\01_03__meeting_serious__JZUXXFRB,1
D:\processed_faces\fake\276_185,1
D:\processed_faces\real\id35_0002,0
D:\processed_faces\real\id19_0005,0
D:\processed_faces\fake\id6_id28_0007,1
D:\processed_faces\fake\id1_id21_0003,1
D:\processed_faces\real\22__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\635_642,1
D:\processed_faces\real\00042,0
D:\processed_faces\real\11__outside_talking_pan_laughing,0
D:\processed_faces\real\03__meeting_serious,0
D:\processed_faces\fake\801_855,1
D:\processed_faces\fake\id9_id3_0001,1
D:\processed_faces\fake\123_119,1
D:\processed_faces\real\151,0
D:\processed_faces\real\665,0
D:\processed_faces\real\id60_0008,0
D:\processed_faces\real\914,0
D:\processed_faces\real\id52_0000,0
D:\processed_faces\real\498,0
D:\processed_faces\real\02__outside_talking_still_laughing,0
D:\processed_faces\fake\id2_id0_0004,1
D:\processed_faces\real\277,0
D:\processed_faces\fake\334_318,1
D:\processed_faces\real\108,0
D:\processed_faces\fake\431_447,1
D:\processed_faces\real\id21_0009,0
D:\processed_faces\fake\330_162,1
D:\processed_faces\real\048,0
D:\processed_faces\real\470,0
D:\processed_faces\real\029,0
D:\processed_faces\fake\id2_id0_0009,1
D:\processed_faces\real\07__kitchen_still,0
D:\processed_faces\real\00258,0
D:\processed_faces\fake\857_909,1
D:\processed_faces\fake\id3_id0_0002,1
D:\processed_faces\fake\551_631,1
D:\processed_faces\fake\237_236,1
D:\processed_faces\real\id26_0006,0
D:\processed_faces\real\892,0
D:\processed_faces\real\id52_0002,0
D:\processed_faces\fake\id4_id1_0002,1
D:\processed_faces\fake\626_562,1
D:\processed_faces\fake\629_618,1
D:\processed_faces\fake\432_357,1
D:\processed_faces\real\00040,0
D:\processed_faces\fake\077_100,1
D:\processed_faces\fake\01_11__hugging_happy__P06JKA75,1
D:\processed_faces\fake\id2_id3_0008,1
D:\processed_faces\fake\id2_id0_0007,1
D:\processed_faces\real\id42_0001,0
D:\processed_faces\real\00216,0
D:\processed_faces\fake\317_359,1
D:\processed_faces\fake\207_908,1
D:\processed_faces\real\028,0
D:\processed_faces\real\03__talking_against_wall,0
D:\processed_faces\fake\185_276,1
D:\processed_faces\fake\369_316,1
D:\processed_faces\fake\962_929,1
D:\processed_faces\real\00011,0
D:\processed_faces\real\113,0
D:\processed_faces\fake\593_577,1
D:\processed_faces\fake\625_650,1
D:\processed_faces\fake\936_931,1
D:\processed_faces\fake\id4_id1_0001,1
D:\processed_faces\real\551,0
D:\processed_faces\real\141,0
D:\processed_faces\real\764,0
D:\processed_faces\fake\02_15__meeting_serious__HTG660F8,1
D:\processed_faces\real\26__exit_phone_room,0
D:\processed_faces\real\28__talking_angry_couch,0
D:\processed_faces\real\00167,0
D:\processed_faces\fake\529_633,1
D:\processed_faces\real\16__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\977,0
D:\processed_faces\real\id13_0015,0
D:\processed_faces\real\14__walking_down_street_outside_angry,0
D:\processed_faces\fake\id1_id20_0003,1
D:\processed_faces\real\00256,0
D:\processed_faces\real\530,0
D:\processed_faces\fake\id6_id17_0007,1
D:\processed_faces\real\694,0
D:\processed_faces\real\18__walking_down_street_outside_angry,0
D:\processed_faces\fake\01_11__secret_conversation__4OJNJLOO,1
D:\processed_faces\real\id5_0000,0
D:\processed_faces\real\16__podium_speech_happy,0
D:\processed_faces\fake\327_329,1
D:\processed_faces\fake\193_030,1
D:\processed_faces\real\354,0
D:\processed_faces\real\03__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\127_129,1
D:\processed_faces\real\554,0
D:\processed_faces\real\id26_0009,0
D:\processed_faces\real\21__exit_phone_room,0
D:\processed_faces\real\130,0
D:\processed_faces\fake\01_03__secret_conversation__480LQD1C,1
D:\processed_faces\fake\730_815,1
D:\processed_faces\fake\755_759,1
D:\processed_faces\fake\id2_id16_0000,1
D:\processed_faces\fake\02_13__secret_conversation__CP5HFV3K,1
D:\processed_faces\real\421,0
D:\processed_faces\real\id38_0009,0
D:\processed_faces\fake\id5_id60_0008,1
D:\processed_faces\fake\925_933,1
D:\processed_faces\real\148,0
D:\processed_faces\fake\id1_id2_0001,1
D:\processed_faces\fake\356_324,1
D:\processed_faces\fake\074_825,1
D:\processed_faces\real\304,0
D:\processed_faces\fake\937_888,1
D:\processed_faces\fake\03_06__hugging_happy__2XWC5JED,1
D:\processed_faces\real\045,0
D:\processed_faces\real\02__walking_down_street_outside_angry,0
D:\processed_faces\real\00067,0
D:\processed_faces\fake\483_370,1
D:\processed_faces\real\444,0
D:\processed_faces\real\483,0
D:\processed_faces\real\680,0
D:\processed_faces\real\996,0
D:\processed_faces\real\00140,0
D:\processed_faces\real\861,0
D:\processed_faces\fake\244_822,1
D:\processed_faces\real\00154,0
D:\processed_faces\fake\02_03__walking_and_outside_surprised__GYX5OFTD,1
D:\processed_faces\fake\01_11__talking_angry_couch__FAFWDR4W,1
D:\processed_faces\fake\id1_id20_0007,1
D:\processed_faces\real\14__podium_speech_happy,0
D:\processed_faces\real\id2_0005,0
D:\processed_faces\real\id8_0003,0
D:\processed_faces\fake\628_568,1
D:\processed_faces\fake\636_578,1
D:\processed_faces\fake\038_125,1
D:\processed_faces\fake\id4_id35_0001,1
D:\processed_faces\real\17__kitchen_still,0
D:\processed_faces\fake\id4_id30_0007,1
D:\processed_faces\fake\id1_id4_0007,1
D:\processed_faces\real\241,0
D:\processed_faces\fake\984_967,1
D:\processed_faces\fake\748_355,1
D:\processed_faces\real\266,0
D:\processed_faces\real\00282,0
D:\processed_faces\real\697,0
D:\processed_faces\real\046,0
D:\processed_faces\fake\014_790,1
D:\processed_faces\real\16__exit_phone_room,0
D:\processed_faces\real\268,0
D:\processed_faces\fake\id2_id6_0001,1
D:\processed_faces\real\id46_0001,0
D:\processed_faces\fake\105_180,1
D:\processed_faces\real\id19_0007,0
D:\processed_faces\real\109,0
D:\processed_faces\fake\01_04__walking_down_street_outside_angry__0XUW13RW,1
D:\processed_faces\real\00103,0
D:\processed_faces\real\732,0
D:\processed_faces\real\00278,0
D:\processed_faces\real\17__kitchen_pan,0
D:\processed_faces\real\id5_0006,0
D:\processed_faces\real\030,0
D:\processed_faces\real\id57_0003,0
D:\processed_faces\fake\id6_id3_0002,1
D:\processed_faces\fake\id1_id35_0004,1
D:\processed_faces\real\00058,0
D:\processed_faces\real\id36_0005,0
D:\processed_faces\real\031,0
D:\processed_faces\fake\311_387,1
D:\processed_faces\fake\01_15__kitchen_pan__02HILKYO,1
D:\processed_faces\fake\046_904,1
D:\processed_faces\fake\id6_id23_0007,1
D:\processed_faces\real\036,0
D:\processed_faces\fake\750_743,1
D:\processed_faces\real\278,0
D:\processed_faces\real\441,0
D:\processed_faces\real\16__talking_against_wall,0
D:\processed_faces\fake\id6_id2_0004,1
D:\processed_faces\fake\id1_id3_0002,1
D:\processed_faces\real\id29_0009,0
D:\processed_faces\real\id34_0005,0
D:\processed_faces\fake\id1_id6_0000,1
D:\processed_faces\real\00110,0
D:\processed_faces\fake\240_290,1
D:\processed_faces\fake\785_736,1
D:\processed_faces\fake\id1_id35_0003,1
D:\processed_faces\fake\790_014,1
D:\processed_faces\fake\id0_id26_0002,1
D:\processed_faces\fake\735_774,1
D:\processed_faces\real\12__kitchen_pan,0
D:\processed_faces\fake\381_376,1
D:\processed_faces\fake\400_476,1
D:\processed_faces\real\584,0
D:\processed_faces\fake\id1_id23_0007,1
D:\processed_faces\real\739,0
D:\processed_faces\fake\923_023,1
D:\processed_faces\real\00248,0
D:\processed_faces\real\992,0
D:\processed_faces\fake\368_378,1
D:\processed_faces\real\482,0
D:\processed_faces\fake\982_004,1
D:\processed_faces\fake\id1_id30_0003,1
D:\processed_faces\real\00264,0
D:\processed_faces\real\id1_0001,0
D:\processed_faces\fake\395_401,1
D:\processed_faces\real\id33_0008,0
D:\processed_faces\real\id22_0007,0
D:\processed_faces\fake\02_15__secret_conversation__MZWH8ATN,1
D:\processed_faces\fake\id2_id28_0004,1
D:\processed_faces\fake\550_452,1
D:\processed_faces\real\440,0
D:\processed_faces\fake\id2_id0_0006,1
D:\processed_faces\real\206,0
D:\processed_faces\fake\619_620,1
D:\processed_faces\real\818,0
D:\processed_faces\fake\03_06__podium_speech_happy__1IXGY2FK,1
D:\processed_faces\fake\id2_id21_0005,1
D:\processed_faces\fake\811_920,1
D:\processed_faces\real\12__walking_outside_cafe_disgusted,0
D:\processed_faces\real\id39_0008,0
D:\processed_faces\fake\467_462,1
D:\processed_faces\fake\id3_id6_0008,1
D:\processed_faces\fake\id4_id20_0000,1
D:\processed_faces\real\id1_0003,0
D:\processed_faces\real\16__outside_talking_pan_laughing,0
D:\processed_faces\fake\id4_id35_0000,1
D:\processed_faces\fake\540_536,1
D:\processed_faces\real\id20_0001,0
D:\processed_faces\real\id57_0006,0
D:\processed_faces\fake\id6_id16_0005,1
D:\processed_faces\fake\id2_id23_0002,1
D:\processed_faces\fake\id6_id16_0003,1
D:\processed_faces\real\401,0
D:\processed_faces\real\885,0
D:\processed_faces\real\477,0
D:\processed_faces\real\299,0
D:\processed_faces\fake\243_156,1
D:\processed_faces\real\id0_0005,0
D:\processed_faces\real\18__walk_down_hall_angry,0
D:\processed_faces\real\id16_0003,0
D:\processed_faces\real\671,0
D:\processed_faces\fake\id3_id17_0001,1
D:\processed_faces\real\id52_0001,0
D:\processed_faces\fake\192_134,1
D:\processed_faces\real\889,0
D:\processed_faces\fake\02_07__outside_talking_pan_laughing__34PVT42V,1
D:\processed_faces\fake\694_767,1
D:\processed_faces\fake\id3_id9_0008,1
D:\processed_faces\real\14__kitchen_pan,0
D:\processed_faces\fake\id3_id6_0006,1
D:\processed_faces\real\389,0
D:\processed_faces\fake\088_060,1
D:\processed_faces\real\00292,0
D:\processed_faces\real\645,0
D:\processed_faces\real\02__walking_and_outside_surprised,0
D:\processed_faces\real\403,0
D:\processed_faces\fake\062_066,1
D:\processed_faces\fake\01_20__outside_talking_pan_laughing__6UBMLXK3,1
D:\processed_faces\fake\840_800,1
D:\processed_faces\real\id50_0003,0
D:\processed_faces\fake\190_176,1
D:\processed_faces\fake\02_13__walking_down_street_outside_angry__2YSYT2N3,1
D:\processed_faces\fake\03_01__exit_phone_room__480LQD1C,1
D:\processed_faces\real\22__kitchen_still,0
D:\processed_faces\fake\01_11__secret_conversation__WIZ7GKOD,1
D:\processed_faces\real\469,0
D:\processed_faces\real\id8_0000,0
D:\processed_faces\real\00088,0
D:\processed_faces\real\id13_0008,0
D:\processed_faces\real\138,0
D:\processed_faces\fake\id4_id37_0006,1
D:\processed_faces\fake\433_498,1
D:\processed_faces\fake\02_06__podium_speech_happy__N8OSN8P6,1
D:\processed_faces\real\id56_0001,0
D:\processed_faces\fake\427_637,1
D:\processed_faces\real\00136,0
D:\processed_faces\real\335,0
D:\processed_faces\real\00031,0
D:\processed_faces\real\09__walking_down_street_outside_angry,0
D:\processed_faces\real\id9_0002,0
D:\processed_faces\fake\675_608,1
D:\processed_faces\real\id41_0009,0
D:\processed_faces\fake\768_793,1
D:\processed_faces\real\995,0
D:\processed_faces\fake\344_020,1
D:\processed_faces\fake\319_352,1
D:\processed_faces\fake\676_776,1
D:\processed_faces\fake\102_114,1
D:\processed_faces\real\703,0
D:\processed_faces\real\917,0
D:\processed_faces\real\564,0
D:\processed_faces\fake\id4_id30_0005,1
D:\processed_faces\fake\id3_id17_0000,1
D:\processed_faces\fake\854_747,1
D:\processed_faces\real\809,0
D:\processed_faces\real\id43_0006,0
D:\processed_faces\real\00262,0
D:\processed_faces\real\13__secret_conversation,0
D:\processed_faces\fake\02_15__talking_against_wall__QYSDT9SO,1
D:\processed_faces\real\024,0
D:\processed_faces\fake\782_787,1
D:\processed_faces\fake\02_06__walking_down_indoor_hall_disgust__GH8TGTBS,1
D:\processed_faces\real\00297,0
D:\processed_faces\real\244,0
D:\processed_faces\real\id16_0006,0
D:\processed_faces\fake\994_986,1
D:\processed_faces\fake\id6_id28_0001,1
D:\processed_faces\real\02__talking_angry_couch,0
D:\processed_faces\real\600,0
D:\processed_faces\fake\805_011,1
D:\processed_faces\fake\399_488,1
D:\processed_faces\real\768,0
D:\processed_faces\real\08__kitchen_still,0
D:\processed_faces\fake\508_831,1
D:\processed_faces\fake\511_472,1
D:\processed_faces\real\00119,0
D:\processed_faces\real\26__walking_down_street_outside_angry,0
D:\processed_faces\fake\210_241,1
D:\processed_faces\real\11__podium_speech_happy,0
D:\processed_faces\real\544,0
D:\processed_faces\real\id11_0006,0
D:\processed_faces\fake\665_679,1
D:\processed_faces\real\id25_0000,0
D:\processed_faces\fake\id1_id26_0005,1
D:\processed_faces\real\id30_0001,0
D:\processed_faces\real\085,0
D:\processed_faces\fake\id5_id59_0004,1
D:\processed_faces\real\875,0
D:\processed_faces\fake\id1_id37_0004,1
D:\processed_faces\fake\id4_id35_0002,1
D:\processed_faces\fake\434_438,1
D:\processed_faces\real\00099,0
D:\processed_faces\real\id59_0003,0
D:\processed_faces\real\513,0
D:\processed_faces\real\05__exit_phone_room,0
D:\processed_faces\fake\02_15__walk_down_hall_angry__HTG660F8,1
D:\processed_faces\fake\02_09__hugging_happy__HIH8YA82,1
D:\processed_faces\fake\id3_id9_0003,1
D:\processed_faces\fake\id3_id37_0008,1
D:\processed_faces\real\22__walking_down_street_outside_angry,0
D:\processed_faces\fake\754_758,1
